kepler_id,quarter,flare_start_time,flare_end_time,flare_peak_time,energy,excluded,Teff,Radius,logg,Prot,flare_amp,flare_duration,time_start_BJD,time_end_BJD,flare_peak_BJD,Prot source
1161620,9,869.3493133,869.4106171,869.3697479,2.38E+34,FALSE,5977,1.022,4.473,6,0.003083987,0.06130388,55702.34931,55702.41062,55702.36975,This work
1161620,9,821.0009897,821.1031622,821.0214241,3.85E+34,FALSE,5977,1.022,4.473,6,0.005233461,0.102172412,55654.00099,55654.10316,55654.02142,This work
1161620,6,544.5591861,544.6409229,544.6000544,6.08E+34,FALSE,5977,1.022,4.473,6,0.0047,0.081736778,55377.55919,55377.64092,55377.60005,This work
1161620,7,706.7772213,706.8998173,706.7976539,7.42E+34,FALSE,5977,1.022,4.473,6,0.00449642,0.122595996,55539.77722,55539.89982,55539.79765,This work
1431693,7,631.3605582,631.4218566,631.380991,2.08E+34,FALSE,5438,1.12,4.329,NA,0.002124782,0.061298393,55464.36056,55464.42186,55464.38099,NA
1432278,17,1561.003537,1561.06484,1561.023971,5.45E+34,FALSE,5776,0.95,4.512,7,0.0097271,0.061303338,56394.00354,56394.06484,56394.02397,This work
1570466,14,1323.03892,1323.141088,1323.059354,6.07E+34,FALSE,5988,1.106,4.314,8,0.004132048,0.102168161,56156.03892,56156.14109,56156.05935,This work
1717672,13,1231.759131,1231.820435,1231.779566,2.27E+34,FALSE,5851,0.946,4.473,NA,0.003865203,0.061303913,56064.75913,56064.82043,56064.77957,NA
1718360,12,1135.677053,1135.738353,1135.697486,8.99E+33,FALSE,5908,1.004,4.436,2,0.002518671,0.061300824,55968.67705,55968.73835,55968.69749,This work
1718360,12,1145.730438,1145.791739,1145.750871,1.08E+34,FALSE,5908,1.004,4.436,2,0.00236178,0.061301394,55978.73044,55978.79174,55978.75087,This work
1718360,15,1378.739701,1378.800999,1378.760134,2.54E+34,FALSE,5908,1.004,4.436,2,0.003153735,0.061298282,56211.7397,56211.801,56211.76013,This work
1718360,3,312.1238353,312.2259979,312.1442678,3.65E+34,FALSE,5908,1.004,4.436,2,0.0033,0.102162613,55145.12384,55145.226,55145.14427,This work
1718360,16,1497.63785,1497.719584,1497.658284,6.07E+34,FALSE,5908,1.004,4.436,2,0.003123484,0.081733639,56330.63785,56330.71958,56330.65828,This work
1718985,15,1431.374035,1431.435332,1431.394467,4.90E+34,FALSE,5891,1.118,4.331,13,0.003985546,0.061297504,56264.37403,56264.43533,56264.39447,This work
1723978,13,1227.774261,1227.835565,1227.794696,2.15E+34,FALSE,5881,0.941,4.492,8,0.003492856,0.061303955,56060.77426,56060.83556,56060.7947,This work
1725688,8,736.0370996,736.0983988,736.0575328,2.23E+34,FALSE,5662,0.935,4.512,9,0.004478567,0.061299154,55569.0371,55569.0984,55569.05753,This work
1725688,12,1143.911782,1143.973083,1143.932215,3.44E+34,FALSE,5662,0.935,4.512,9,0.007578153,0.061301163,55976.91178,55976.97308,55976.93222,This work
1870162,9,843.2133196,843.2746235,843.2337544,4.98E+34,FALSE,5966,1.051,4.362,NA,0.006348112,0.061303878,55676.21332,55676.27462,55676.23375,NA
1995130,16,1527.00131,1527.062612,1527.021744,2.43E+34,FALSE,5962,0.946,4.448,NA,0.003844107,0.061302195,56360.00131,56360.06261,56360.02174,NA
2016814,3,260.5929248,260.6542232,260.6133575,6.49E+34,FALSE,5648,1.142,4.332,NA,0.0114,0.061298434,55093.59292,55093.65422,55093.61336,NA
2020086,7,689.940899,690.0021966,689.9613316,3.14E+34,FALSE,5551,1.137,4.266,NA,0.006923835,0.061297588,55522.9409,55523.0022,55522.96133,NA
2154980,2,243.8991132,243.9604122,243.9195463,2.36E+34,FALSE,5462,0.933,4.436,NA,0.006,0.061299054,55076.89911,55076.96041,55076.91955,NA
2156809,14,1279.964096,1280.025399,1279.98453,7.48E+34,FALSE,5622,0.957,4.451,NA,0.014736853,0.061302808,56112.9641,56113.0254,56112.98453,NA
2157949,6,541.1874836,541.2487862,541.2079178,8.82E+34,FALSE,5541,0.922,4.525,NA,0.0177,0.061302617,55374.18748,55374.24879,55374.20792,NA
2159377,17,1576.922045,1576.983349,1576.94248,1.49E+35,FALSE,5780,1,4.438,NA,0.023929551,0.061303702,56409.92205,56409.98335,56409.94248,NA
2166371,9,816.9548598,817.016163,816.9752942,4.65E+34,FALSE,5942,0.938,4.506,7,0.006980274,0.061303259,55649.95486,55650.01616,55649.97529,This work
2166371,9,861.6861632,861.7474671,861.7065977,4.78E+34,FALSE,5942,0.938,4.506,7,0.013041149,0.06130393,55694.68616,55694.74747,55694.7066,This work
2302288,2,204.1154185,204.1971532,204.1358521,7.41E+33,FALSE,5904,1.008,4.447,9,0.001,0.08173469,55037.11542,55037.19715,55037.13585,This work
2303279,15,1388.077499,1388.138797,1388.097931,1.83E+34,FALSE,5936,0.965,4.501,13,0.003545891,0.061298048,56221.0775,56221.1388,56221.09793,This work
2306621,7,631.1767061,631.2380046,631.1971389,8.33E+34,FALSE,5911,0.94,4.46,10,0.004001435,0.061298488,55464.17671,55464.238,55464.19714,This work
2308761,11,1044.280886,1044.342184,1044.301319,3.27E+34,FALSE,5780,1,4.438,1,0.004467763,0.061297551,55877.28089,55877.34218,55877.30132,This work
2308761,11,1007.175238,1007.256969,1007.19567,6.63E+34,FALSE,5780,1,4.438,1,0.008370402,0.081731153,55840.17524,55840.25697,55840.19567,This work
2308761,11,1014.387999,1014.46973,1014.408432,9.07E+34,FALSE,5780,1,4.438,1,0.027876267,0.081730729,55847.388,55847.46973,55847.40843,This work
2308761,12,1120.821963,1120.903696,1120.842396,1.05E+35,FALSE,5780,1,4.438,1,0.009753643,0.081733078,55953.82196,55953.9037,55953.8424,This work
2308761,12,1131.202116,1131.28385,1131.222549,1.05E+35,FALSE,5780,1,4.438,1,0.019607054,0.081733858,55964.20212,55964.28385,55964.22255,This work
2308761,10,926.4837269,926.545029,926.504161,1.08E+35,FALSE,5780,1,4.438,1,0.018849304,0.061302178,55759.48373,55759.54503,55759.50416,This work
2308761,10,970.3140337,970.3753337,970.3344671,1.09E+35,FALSE,5780,1,4.438,1,0.006716223,0.061300012,55803.31403,55803.37533,55803.33447,This work
2308761,12,1133.184164,1133.286332,1133.204597,1.27E+35,FALSE,5780,1,4.438,1,0.007644001,0.102167613,55966.18416,55966.28633,55966.2046,This work
2308761,10,957.7678969,957.8291976,957.7883304,1.29E+35,FALSE,5780,1,4.438,1,0.005036864,0.06130065,55790.7679,55790.8292,55790.78833,This work
2308761,12,1109.113757,1109.215923,1109.134191,1.35E+35,FALSE,5780,1,4.438,1,0.013517119,0.102165409,55942.11376,55942.21592,55942.13419,This work
2308761,17,1566.847711,1566.949884,1566.868146,1.35E+35,FALSE,5780,1,4.438,1,0.012971814,0.102172462,56399.84771,56399.94988,56399.86815,This work
2308761,5,519.097844,519.1795821,519.138713,1.50E+35,FALSE,5780,1,4.438,1,0.0167,0.08173806,55352.09784,55352.17958,55352.13871,This work
2308761,8,777.3739534,777.4556886,777.3943871,1.58E+35,FALSE,5780,1,4.438,1,0.016346134,0.081735145,55610.37395,55610.45569,55610.39439,This work
2308761,2,236.5024546,236.5841874,236.5228879,1.83E+35,FALSE,5780,1,4.438,1,0.0139,0.081732741,55069.50245,55069.58419,55069.52289,This work
2308761,9,824.0456247,824.1069282,824.0660593,1.99E+35,FALSE,5780,1,4.438,1,0.007465399,0.061303468,55657.04562,55657.10693,55657.06606,This work
2308761,10,939.9088387,939.9905742,939.9292727,2.01E+35,FALSE,5780,1,4.438,1,0.042935446,0.081735495,55772.90884,55772.99057,55772.92927,This work
2308761,3,286.1338226,286.2359856,286.1746879,2.22E+35,FALSE,5780,1,4.438,1,0.0376,0.102162983,55119.13382,55119.23599,55119.17469,This work
2308761,10,967.7189965,967.8211635,967.7598634,2.22E+35,FALSE,5780,1,4.438,1,0.025663237,0.102167003,55800.719,55800.82116,55800.75986,This work
2308761,2,249.7635218,249.8452537,249.7839548,2.39E+35,FALSE,5780,1,4.438,1,0.0153,0.081731915,55082.76352,55082.84525,55082.78395,This work
2308761,9,902.8617705,902.9639425,902.9026394,2.45E+35,FALSE,5780,1,4.438,1,0.076905094,0.102171956,55735.86177,55735.96394,55735.90264,This work
2308761,3,325.3438469,325.4664423,325.3847119,2.79E+35,FALSE,5780,1,4.438,1,0.0233,0.122595419,55158.34385,55158.46644,55158.38471,This work
2308761,5,473.7738916,473.9373685,473.8351955,3.13E+35,FALSE,5780,1,4.438,1,0.025,0.163476899,55306.77389,55306.93737,55306.8352,This work
2308761,2,173.6074993,173.7301046,173.6483677,3.23E+35,FALSE,5780,1,4.438,1,0.0564,0.122605253,55006.6075,55006.7301,55006.64837,This work
2308761,9,849.6501569,849.7318955,849.6705915,3.78E+35,FALSE,5780,1,4.438,1,0.022301493,0.081738641,55682.65016,55682.7319,55682.67059,This work
2308761,4,381.6568964,381.7999298,381.6977631,3.91E+35,FALSE,5780,1,4.438,1,0.0422,0.143033386,55214.6569,55214.79993,55214.69776,This work
2308980,13,1231.881556,1231.94286,1231.901991,2.13E+34,FALSE,5757,0.998,4.436,15,0.004678075,0.061304026,56064.88156,56064.94286,56064.90199,This work
2422257,17,1560.983543,1561.044847,1561.003978,5.85E+34,FALSE,5831,1.084,4.421,NA,0.007717575,0.061303654,56393.98354,56394.04485,56394.00398,NA
2443523,2,186.5014371,186.5627391,186.5218712,2.30E+34,FALSE,5966,0.961,4.493,NA,0.0031,0.061301967,55019.50144,55019.56274,55019.52187,NA
2445011,3,327.2848888,327.3461866,327.3053215,1.95E+34,FALSE,5780,1,4.438,NA,0.0031,0.061297798,55160.28489,55160.34619,55160.30532,NA
2445975,14,1370.362327,1370.423626,1370.38276,8.46E+34,FALSE,5780,1,4.438,1,0.013599235,0.061298693,56203.36233,56203.42363,56203.38276,This work
2445975,4,380.8395705,380.9213041,380.860004,1.16E+35,FALSE,5780,1,4.438,1,0.0109,0.081733534,55213.83957,55213.9213,55213.86,This work
2445975,7,633.5468932,633.6490573,633.5673261,1.25E+35,FALSE,5780,1,4.438,1,0.021961222,0.102164104,55466.54689,55466.64906,55466.56733,This work
2445975,3,318.3558691,318.4580317,318.3967341,1.32E+35,FALSE,5780,1,4.438,1,0.0127,0.102162622,55151.35587,55151.45803,55151.39673,This work
2445975,7,645.6022085,645.6839392,645.6226412,1.54E+35,FALSE,5780,1,4.438,1,0.012714536,0.081730685,55478.60221,55478.68394,55478.62264,This work
2445975,11,1092.808281,1092.86958,1092.828714,1.86E+35,FALSE,5780,1,4.438,1,0.016071594,0.061298489,55925.80828,55925.86958,55925.82871,This work
2445975,6,604.4911532,604.5728861,604.5115864,2.05E+35,FALSE,5780,1,4.438,1,0.0122,0.081732884,55437.49115,55437.57289,55437.51159,This work
2445975,2,174.5679203,174.6700912,174.5883545,2.75E+35,FALSE,5780,1,4.438,1,0.0488,0.102170891,55007.56792,55007.67009,55007.58835,This work
2445975,6,576.906011,577.0694806,576.9468785,3.78E+35,FALSE,5780,1,4.438,1,0.0374,0.163469558,55409.90601,55410.06948,55409.94688,This work
2447049,17,1560.962626,1561.02393,1560.983061,3.21E+34,FALSE,5965,1.077,4.375,NA,0.004898604,0.061303243,56393.96263,56394.02393,56393.98306,NA
2450303,17,1561.207786,1561.269089,1561.228221,3.94E+34,FALSE,5569,1.033,4.33,13,0.006953637,0.061303326,56394.20779,56394.26909,56394.22822,This work
2452522,17,1567.746774,1567.808077,1567.767208,7.42E+35,FALSE,5780,1,4.438,NA,0.119216442,0.061303413,56400.74677,56400.80808,56400.76721,NA
2554317,5,476.5535616,476.6557346,476.5944308,1.81E+35,FALSE,5701,1.005,4.389,13,0.0187,0.102173024,55309.55356,55309.65573,55309.59443,This work
2569969,13,1231.677402,1231.738706,1231.697836,1.06E+35,FALSE,5780,1,4.438,NA,0.006528054,0.061303856,56064.6774,56064.73871,56064.69784,NA
2693044,13,1231.759485,1231.820789,1231.77992,1.29E+35,FALSE,5911,0.912,4.517,NA,0.005608227,0.061303737,56064.75949,56064.82079,56064.77992,NA
2694015,13,1231.698156,1231.75946,1231.718591,3.23E+34,FALSE,5908,0.904,4.412,NA,0.003995612,0.061303843,56064.69816,56064.75946,56064.71859,NA
2695264,7,638.8794252,638.9407234,638.899858,4.86E+34,FALSE,5912,1.111,4.291,NA,0.008559012,0.061298183,55471.87943,55471.94072,55471.89986,NA
2697299,9,825.3334442,825.3947478,825.3538787,2.07E+35,FALSE,5780,1,4.438,0.5,0.033220353,0.0613036,55658.33344,55658.39475,55658.35388,This work
2709412,17,1561.024055,1561.085358,1561.044489,5.46E+34,FALSE,5780,1,4.438,NA,0.009825072,0.061303291,56394.02405,56394.08536,56394.04449,NA
2709412,17,1589.40763,1589.468934,1589.428065,5.46E+34,FALSE,5780,1,4.438,NA,0.007735844,0.06130394,56422.40763,56422.46893,56422.42806,NA
2717094,16,1543.14395,1543.205252,1543.164384,5.85E+34,FALSE,5984,0.906,4.521,1,0.00992337,0.061302521,56376.14395,56376.20525,56376.16438,This work
2830919,12,1116.142754,1116.204055,1116.163188,3.38E+34,FALSE,5974,0.989,4.422,NA,0.005259524,0.06130017,55949.14275,55949.20405,55949.16319,NA
2832484,13,1231.759475,1231.820779,1231.77991,3.42E+34,FALSE,5676,1.06,4.348,3,0.007013226,0.061303731,56064.75948,56064.82078,56064.77991,This work
2836952,4,409.5081786,409.5694806,409.5286126,4.21E+34,FALSE,5937,1.038,4.414,12,0.0056,0.061302006,55242.50818,55242.56948,55242.52861,This work
2837133,8,749.9317501,750.0134837,749.9521834,5.21E+33,FALSE,5361,1.059,4.334,23,0.000882717,0.081733666,55582.93175,55583.01348,55582.95218,This work
2846319,5,521.2844545,521.3457578,521.3048888,4.74E+34,FALSE,5926,0.913,4.519,10,0.0082,0.061303233,55354.28445,55354.34576,55354.30489,This work
2854181,10,914.6932183,914.7545208,914.7136524,5.58E+34,FALSE,5492,1.016,4.389,NA,0.018257458,0.061302502,55747.69322,55747.75452,55747.71365,NA
2856016,13,1198.348416,1198.409719,1198.36885,6.56E+34,FALSE,5973,0.935,4.506,0.5,0.011725161,0.061303509,56031.34842,56031.40972,56031.36885,This work
2858327,17,1561.023906,1561.085209,1561.044341,2.66E+34,FALSE,5537,0.956,4.471,13,0.005632462,0.061303208,56394.02391,56394.08521,56394.04434,This work
2969639,9,887.6589304,887.7202336,887.6793648,4.11E+34,FALSE,5964,0.987,4.471,NA,0.005951492,0.061303137,55720.65893,55720.72023,55720.67936,NA
2972175,17,1561.085678,1561.167416,1561.106113,2.47E+34,FALSE,5548,1.058,4.317,11,0.003172617,0.081737971,56394.08568,56394.16742,56394.10611,This work
2985398,17,1561.064941,1561.126244,1561.085375,1.75E+35,FALSE,5780,1,4.438,0.5,0.02814287,0.06130328,56394.06494,56394.12624,56394.08538,This work
2991403,17,1561.064841,1561.126144,1561.085275,2.35E+35,FALSE,5780,1,4.438,0.5,0.037795635,0.06130323,56394.06484,56394.12614,56394.08528,This work
2991403,7,693.046622,693.1079197,693.0670544,3.94E+35,FALSE,5780,1,4.438,0.5,0.039097059,0.061297723,55526.04662,55526.10792,55526.06705,This work
2998285,14,1284.25514,1284.316443,1284.275574,2.06E+34,FALSE,5774,0.98,4.458,13,0.003461157,0.061302811,56117.25514,56117.31644,56117.27557,This work
2998474,5,451.336701,451.3980044,451.3571354,1.51E+34,FALSE,5552,0.916,4.407,11,0.0034,0.061303388,55284.3367,55284.398,55284.35714,This work
2998808,10,948.8588038,948.9405388,948.8792376,1.25E+35,FALSE,5887,1.008,4.43,NA,0.006011336,0.081734987,55781.8588,55781.94054,55781.87924,NA
3097891,5,479.8026481,479.904821,479.8435173,2.17E+35,FALSE,5854,1.102,4.323,NA,0.0183,0.102172949,55312.80265,55312.90482,55312.84352,NA
3102309,13,1231.718485,1231.779789,1231.73892,1.56E+34,FALSE,5596,1.015,4.343,NA,0.002793445,0.061303755,56064.71849,56064.77979,56064.73892,NA
3120841,14,1275.774927,1275.83623,1275.795361,2.12E+34,FALSE,5749,0.916,4.392,2,0.002812258,0.061303047,56108.77493,56108.83623,56108.79536,This work
3120841,8,800.6892161,800.7505187,800.7096502,2.28E+34,FALSE,5749,0.916,4.392,2,0.005140621,0.061302589,55633.68922,55633.75052,55633.70965,This work
3121865,14,1284.459495,1284.520798,1284.479929,1.14E+34,FALSE,5556,0.936,4.497,NA,0.002469786,0.061302753,56117.45949,56117.5208,56117.47993,NA
3124010,10,913.2423324,913.3036351,913.2627666,4.57E+34,FALSE,5688,1.01,4.458,25.9,0.007711864,0.061302752,55746.24233,55746.30364,55746.26277,McQuillan et al.(2014)
3127923,15,1441.733595,1441.794893,1441.754027,1.80E+34,FALSE,5780,1,4.438,NA,0.002252204,0.061297708,56274.73359,56274.79489,56274.75403,NA
3217161,15,1421.280005,1421.361736,1421.300438,2.02E+34,FALSE,5390,0.981,4.439,11,0.004266747,0.08173036,56254.28001,56254.36174,56254.30044,This work
3217852,9,815.3615062,815.4228096,815.3819405,9.79E+33,FALSE,5851,0.923,4.448,16,0.001471738,0.061303365,55648.36151,55648.42281,55648.38194,This work
3217852,14,1327.677115,1327.738415,1327.697549,1.10E+34,FALSE,5851,0.923,4.448,16,0.002494101,0.061300286,56160.67712,56160.73842,56160.69755,This work
3217852,13,1251.233555,1251.294859,1251.25399,1.37E+34,FALSE,5851,0.923,4.448,16,0.003159384,0.06130337,56084.23356,56084.29486,56084.25399,This work
3217852,13,1188.642524,1188.703828,1188.662959,1.37E+34,FALSE,5851,0.923,4.448,16,0.001754063,0.061303492,56021.64252,56021.70383,56021.66296,This work
3217852,13,1217.925236,1218.006975,1217.945671,1.76E+34,FALSE,5851,0.923,4.448,16,0.002443614,0.081738457,56050.92524,56051.00697,56050.94567,This work
3222508,13,1220.602031,1220.663335,1220.622466,5.89E+34,FALSE,5443,0.967,4.406,NA,0.005416001,0.06130379,56053.60203,56053.66333,56053.62247,NA
3229977,5,515.6445307,515.705834,515.6649651,5.10E+34,FALSE,5984,0.931,4.505,NA,0.0082,0.061303377,55348.64453,55348.70583,55348.66497,NA
3236788,13,1272.587189,1272.648493,1272.607624,1.35E+34,FALSE,5911,0.914,4.519,5,0.002086125,0.061303112,56105.58719,56105.64849,56105.60762,This work
3236788,16,1517.029389,1517.09069,1517.049823,1.89E+34,FALSE,5911,0.914,4.519,5,0.003137499,0.061301199,56350.02939,56350.09069,56350.04982,This work
3236788,15,1457.344032,1457.405331,1457.364465,2.32E+34,FALSE,5911,0.914,4.519,5,0.001905136,0.061298237,56290.34403,56290.40533,56290.36447,This work
3240507,8,777.3126935,777.3739949,777.3331273,3.74E+34,FALSE,5831,0.921,4.517,17,0.006739108,0.061301495,55610.31269,55610.37399,55610.33313,This work
3240667,11,1058.46109,1058.522388,1058.481523,3.19E+34,FALSE,5818,0.925,4.523,NA,0.005835018,0.061297621,55891.46109,55891.52239,55891.48152,NA
3240706,13,1231.94283,1232.004134,1231.963265,3.87E+34,FALSE,5982,0.96,4.493,NA,0.004309949,0.061303871,56064.94283,56065.00413,56064.96326,NA
3246885,9,821.9407717,822.0020751,821.9612062,3.73E+34,FALSE,5604,0.943,4.451,NA,0.010554493,0.061303403,55654.94077,55655.00208,55654.96121,NA
3323794,13,1231.698187,1231.75949,1231.718621,3.14E+34,FALSE,5818,0.925,4.523,NA,0.00573215,0.061303783,56064.69819,56064.75949,56064.71862,NA
3328026,13,1199.697506,1199.758809,1199.71794,8.51E+34,FALSE,5917,1,4.475,NA,0.010037181,0.061303597,56032.69751,56032.75881,56032.71794,NA
3336026,9,835.713986,835.7752897,835.7344205,4.52E+34,FALSE,5755,1.005,4.427,NA,0.007321319,0.061303693,55668.71399,55668.77529,55668.73442,NA
3339315,17,1561.024065,1561.085368,1561.044499,5.33E+34,FALSE,5982,0.96,4.493,NA,0.00806463,0.06130324,56394.02406,56394.08537,56394.0445,NA
3340371,9,827.4992017,827.5605053,827.5196361,3.12E+34,FALSE,5754,0.943,4.514,NA,0.005638128,0.06130353,55660.4992,55660.56051,55660.51964,NA
3341455,1,158.1591602,158.2204631,158.1795945,2.65E+34,FALSE,5982,0.963,4.43,3,0.004,0.061302969,54991.15916,54991.22046,54991.17959,This work
3341455,5,510.2497388,510.3110424,510.2701734,2.67E+34,FALSE,5982,0.963,4.43,3,0.0047,0.061303554,55343.24974,55343.31104,55343.27017,This work
3341455,12,1114.303817,1114.365117,1114.32425,2.84E+34,FALSE,5982,0.963,4.43,3,0.003235455,0.061299581,55947.30382,55947.36512,55947.32425,This work
3341455,12,1174.460741,1174.542478,1174.481175,3.34E+34,FALSE,5982,0.963,4.43,3,0.005647255,0.081736835,56007.46074,56007.54248,56007.48118,This work
3341455,10,979.0389188,979.1002183,979.059352,3.44E+34,FALSE,5982,0.963,4.43,3,0.003121281,0.061299535,55812.03892,55812.10022,55812.05935,This work
3341455,8,797.0724445,797.1337469,797.0928786,3.71E+34,FALSE,5982,0.963,4.43,3,0.005257339,0.061302478,55630.07244,55630.13375,55630.09288,This work
3341455,14,1314.906195,1314.967496,1314.926629,4.20E+34,FALSE,5982,0.963,4.43,3,0.003859582,0.061301307,56147.9062,56147.9675,56147.92663,This work
3341455,10,974.8909761,974.9931424,974.9114093,5.74E+34,FALSE,5982,0.963,4.43,3,0.00722783,0.102166315,55807.89098,55807.99314,55807.91141,This work
3341984,5,525.1260194,525.1873225,525.1464538,3.10E+34,FALSE,5229,1.005,4.378,NA,0.0087,0.06130318,55358.12602,55358.18732,55358.14645,NA
3346799,13,1221.643797,1221.705101,1221.664232,1.87E+34,FALSE,5722,0.924,4.445,NA,0.003678997,0.061303835,56054.6438,56054.7051,56054.66423,NA
3348473,14,1300.786352,1300.847654,1300.806786,4.66E+34,FALSE,5570,1.07,4.374,NA,0.009639466,0.061302102,56133.78635,56133.84765,56133.80679,NA
3348533,12,1145.812196,1145.893931,1145.853064,3.47E+34,FALSE,5574,0.941,4.462,9,0.005815128,0.08173499,55978.8122,55978.89393,55978.85306,This work
3348984,17,1561.023883,1561.085186,1561.044317,2.36E+34,FALSE,5746,0.926,4.479,NA,0.004535478,0.061303157,56394.02388,56394.08519,56394.04432,NA
3351658,13,1231.758848,1231.820152,1231.779283,3.69E+34,FALSE,5717,0.922,4.518,NA,0.007239552,0.061303882,56064.75885,56064.82015,56064.77928,NA
3424729,14,1302.952411,1303.013713,1302.972845,1.80E+34,FALSE,5650,1.092,4.282,NA,0.002785285,0.061301394,56135.95241,56136.01371,56135.97284,NA
3425494,10,919.9448898,920.0061916,919.9653236,1.74E+34,FALSE,5602,0.962,4.386,16,0.002686936,0.061301802,55752.94489,55753.00619,55752.96532,This work
3426820,17,1561.085724,1561.147027,1561.106158,2.93E+34,FALSE,5776,0.921,4.424,16,0.005572089,0.061303381,56394.08572,56394.14703,56394.10616,This work
3427296,11,1040.888592,1040.94989,1040.909024,1.75E+34,FALSE,5910,0.903,4.441,NA,0.003137187,0.061297745,55873.88859,55873.94989,55873.90902,NA
3429943,17,1573.019384,1573.080687,1573.039818,3.98E+35,FALSE,5780,1,4.438,NA,0.078503143,0.061303604,56406.01938,56406.08069,56406.03982,NA
3437634,13,1231.697849,1231.759153,1231.718284,2.05E+34,FALSE,5825,1.091,4.358,NA,0.002681334,0.061303891,56064.69785,56064.75915,56064.71828,NA
3443217,3,339.2380195,339.2993177,339.2584523,5.62E+34,FALSE,5662,0.933,4.449,17,0.0113,0.061298206,55172.23802,55172.29932,55172.25845,This work
3445068,4,365.3103897,365.371689,365.3308227,2.84E+34,FALSE,5743,0.904,4.527,9,0.0065,0.061299265,55198.31039,55198.37169,55198.33082,This work
3448722,15,1442.612138,1442.673435,1442.63257,5.18E+34,FALSE,5869,0.942,4.513,0.5,0.011793068,0.061297807,56275.61214,56275.67344,56275.63257,This work
3448722,11,1048.163089,1048.224387,1048.183522,5.77E+34,FALSE,5869,0.942,4.513,0.5,0.012195302,0.061297816,55881.16309,55881.22439,55881.18352,This work
3448722,7,659.3534176,659.4147154,659.3738502,6.66E+34,FALSE,5869,0.942,4.513,0.5,0.006430692,0.061297783,55492.35342,55492.41472,55492.37385,This work
3448722,13,1233.168909,1233.271082,1233.209779,6.70E+34,FALSE,5869,0.942,4.513,0.5,0.00913241,0.102173078,56066.16891,56066.27108,56066.20978,This work
3448722,10,953.2315612,953.3132957,953.2519949,6.78E+34,FALSE,5869,0.942,4.513,0.5,0.020589017,0.081734441,55786.23156,55786.3133,55786.25199,This work
3448722,6,574.6378018,574.699103,574.6582355,7.14E+34,FALSE,5869,0.942,4.513,0.5,0.0051,0.061301233,55407.6378,55407.6991,55407.65824,This work
3448722,10,995.4671835,995.5489155,995.4876164,8.41E+34,FALSE,5869,0.942,4.513,0.5,0.00532789,0.081731962,55828.46718,55828.54892,55828.48762,This work
3448722,10,912.0775613,912.1797325,912.1184298,9.19E+34,FALSE,5869,0.942,4.513,0.5,0.003994537,0.102171256,55745.07756,55745.17973,55745.11843,This work
3448722,8,777.8848638,777.9665989,777.9052975,9.91E+34,FALSE,5869,0.942,4.513,0.5,0.012628989,0.081735123,55610.88486,55610.9666,55610.9053,This work
3448722,4,386.6427212,386.7448884,386.6631546,1.89E+35,FALSE,5869,0.942,4.513,0.5,0.0193,0.102167117,55219.64272,55219.74489,55219.66315,This work
3448722,2,214.9451811,215.088216,214.9860483,2.16E+35,FALSE,5869,0.942,4.513,0.5,0.0267,0.14303492,55047.94518,55048.08822,55047.98605,This work
3448722,11,1047.0393,1047.20276,1047.100597,2.81E+35,FALSE,5869,0.942,4.513,0.5,0.010341187,0.163460318,55880.0393,55880.20276,55880.1006,This work
3448722,11,1025.687254,1025.850715,1025.728119,3.70E+35,FALSE,5869,0.942,4.513,0.5,0.04282393,0.163461063,55858.68725,55858.85071,55858.72812,This work
3449001,13,1232.045001,1232.106305,1232.065436,2.64E+34,FALSE,5800,0.949,4.476,8,0.00408207,0.061303855,56065.045,56065.10631,56065.06544,This work
3449084,7,649.7092232,649.7705212,649.7296558,3.25E+34,FALSE,5865,0.918,4.518,NA,0.005224364,0.06129799,55482.70922,55482.77052,55482.72966,NA
3449877,13,1231.922377,1231.983681,1231.942812,1.33E+34,FALSE,5272,0.94,4.416,13,0.003609966,0.061303858,56064.92238,56064.98368,56064.94281,This work
3455566,5,520.2420259,520.3033294,520.2624605,5.24E+34,FALSE,5403,0.906,4.427,NA,0.032,0.061303485,55353.24203,55353.30333,55353.26246,NA
3455638,13,1237.092239,1237.153543,1237.112674,7.78E+34,FALSE,5532,0.952,4.5,NA,0.006078587,0.061303878,56070.09224,56070.15354,56070.11267,NA
3456782,13,1231.677039,1231.738343,1231.697474,4.39E+34,FALSE,5780,0.916,4.505,NA,0.008405313,0.061303893,56064.67704,56064.73834,56064.69747,NA
3458380,13,1231.595274,1231.697447,1231.615709,9.92E+34,FALSE,5970,0.908,4.521,NA,0.010141526,0.102173065,56064.59527,56064.69745,56064.61571,NA
3459068,9,855.0651279,855.1264318,855.0855624,1.52E+34,FALSE,5919,0.92,4.49,5,0.003103808,0.061303885,55688.06513,55688.12643,55688.08556,This work
3459831,8,735.7512378,735.8329698,735.7921038,1.19E+35,FALSE,5974,0.9,4.45,0.5,0.022249727,0.081731904,55568.75124,55568.83297,55568.7921,This work
3528871,13,1231.882028,1231.943332,1231.902462,2.02E+34,FALSE,5703,0.975,4.498,NA,0.00360954,0.061303787,56064.88203,56064.94333,56064.90246,NA
3531602,1,139.3597205,139.4210238,139.380155,7.84E+34,FALSE,5780,1,4.438,NA,0.0126,0.061303367,54972.35972,54972.42102,54972.38016,NA
3532027,17,1560.983445,1561.044748,1561.00388,2.47E+34,FALSE,5571,1.02,4.338,NA,0.004469496,0.061303526,56393.98344,56394.04475,56394.00388,NA
