kepler_id,ra,dec,Teff,logg,Radius
2854654,291.91412,38.09977,6459,4.328,1.207
2854692,291.92435,38.044281,6804,4.312,1.293
2854713,291.92871,38.066261,6627,4.293,1.283
2855148,292.0249,38.061039,6277,4.402,1.161
2855956,292.17987,38.087021,6518,4.379,1.167
2856626,292.3175,38.055191,6576,4.357,1.174
2856855,292.36157,38.06451,6418,4.395,1.171
2857678,292.53275,38.04549,6392,4.399,1.162
2858134,292.63409,38.061581,6201,4.26,1.192
2858190,292.64523,38.04166,6341,4.206,1.335
2859173,292.85696,38.005901,6572,4.365,1.238
2859386,292.90195,38.071419,6208,4.21,1.349
2859741,292.98181,38.015228,6704,4.353,1.225
2860126,293.0687,38.078629,6378,4.239,1.361
2860218,293.0882,38.076672,6640,4.343,1.25
2860866,293.22391,38.033581,6520,4.375,1.215
2860943,293.24411,38.027431,6582,4.324,1.247
2861061,293.26715,38.00164,6506,4.362,1.207
2861175,293.29141,38.03249,6002,4.249,1.366
2861219,293.30157,38.008739,6572,4.365,1.238
2861410,293.34216,38.05751,6551,4.367,1.195
2861800,293.42465,38.006149,6636,4.349,1.236
2861836,293.43057,38.022331,6362,4.353,1.273
2865125,294.10858,38.074982,6065,4.303,1.153
2865434,294.16986,38.063721,6373,4.321,1.22
2865659,294.21103,38.096748,6160,4.333,1.161
2865835,294.24615,38.097771,6466,4.386,1.154
2970005,285.85049,38.174911,6054,4.244,1.289
2970755,286.09393,38.125229,6357,4.351,1.152
2971075,286.2038,38.155121,6206,4.375,1.154
2972425,286.65643,38.16972,6369,4.386,1.159
2972544,286.69855,38.101021,6093,4.34,1.216
2972773,286.77762,38.134079,6023,4.224,1.395
2972847,286.80246,38.194382,6036,4.305,1.244
2973509,287.0257,38.171021,6316,4.231,1.333
2973532,287.03174,38.19067,6213,4.387,1.195
2974284,287.27536,38.158619,6171,4.176,1.342
2974432,287.31857,38.149891,6183,4.241,1.167
2974598,287.3717,38.16761,6221,4.206,1.282
2974643,287.38708,38.15831,6393,4.319,1.231
2975501,287.65317,38.141991,6640,4.343,1.25
2983113,289.86301,38.15239,6542,4.368,1.229
2983417,289.94263,38.192059,6489,4.297,1.267
2983751,290.02258,38.181889,6773,4.327,1.288
2985526,290.46802,38.160709,6221,4.26,1.277
2985587,290.48007,38.136688,6310,4.273,1.282
2986182,290.62701,38.102089,6269,4.209,1.369
2986502,290.70801,38.176189,6443,4.27,1.238
2987212,290.87967,38.151958,6324,4.298,1.175
2987321,290.9093,38.14761,6028,4.316,1.165
2987433,290.93896,38.119572,6461,4.319,1.197
2987560,290.96555,38.151131,6602,4.354,1.223
2988768,291.23801,38.135201,6243,4.221,1.303
2988880,291.26453,38.157791,6429,4.378,1.173
2989310,291.35968,38.17807,6391,4.388,1.154
2989349,291.36926,38.154079,6230,4.274,1.251
2989614,291.42819,38.139069,6572,4.365,1.238
2991105,291.75259,38.110909,6485,4.305,1.287
2991526,291.84659,38.154579,6249,4.292,1.284
2992364,292.02628,38.15192,6700,4.261,1.385
2992648,292.08301,38.187248,6610,4.281,1.33
2993174,292.20163,38.111069,6481,4.378,1.171
2993300,292.2316,38.190559,6250,4.277,1.204
2993960,292.37106,38.191811,6086,4.168,1.29
2993981,292.37521,38.10556,6643,4.357,1.216
2994092,292.40063,38.134579,6520,4.375,1.215
2994360,292.45547,38.133808,6347,4.34,1.202
2994400,292.46451,38.18811,6643,4.337,1.243
2994548,292.49954,38.101891,6139,4.164,1.317
2994919,292.58447,38.19199,6217,4.345,1.158
2995305,292.66583,38.177689,6469,4.385,1.193
2995402,292.68604,38.184689,6184,4.378,1.168
2995579,292.71951,38.157379,6572,4.365,1.238
2995823,292.77213,38.170319,6571,4.301,1.243
2995846,292.7756,38.109409,6552,4.33,1.236
2995931,292.79367,38.135078,6943,4.338,1.264
2995995,292.80954,38.177479,6253,4.206,1.35
2996299,292.87598,38.17062,6251,4.266,1.263
2997293,293.09647,38.175629,6264,4.3,1.21
2997296,293.09662,38.17009,6438,4.308,1.219
3001695,294.02844,38.169682,6866,4.318,1.31
3002245,294.13947,38.131779,6391,4.388,1.154
3002691,294.22369,38.171089,6623,4.355,1.261
3002817,294.25018,38.148762,6422,4.288,1.281
3002848,294.25562,38.13792,6519,4.364,1.203
3002959,294.27985,38.190022,6505,4.276,1.32
3003682,294.42178,38.168179,6584,4.348,1.239
3096439,285.3587,38.205441,6311,4.398,1.172
3097420,285.72003,38.230579,6277,4.226,1.365
3098810,286.22324,38.258171,6183,4.301,1.3
3099436,286.448,38.278999,6623,4.355,1.261
3099613,286.51154,38.27504,6004,4.233,1.226
3100587,286.85086,38.246349,6592,4.369,1.19
3100841,286.93869,38.28043,6440,4.352,1.18
3101178,287.04688,38.231617,6373,4.256,1.209
3102552,287.54245,38.219761,6607,4.363,1.204
3102637,287.57031,38.232571,6263,4.376,1.22
