kepler_id,RA,Dec,Teff,logg,Radius,Prot
6144072,297.24069,41.43784,5770,4.355,1.111,
6144243,297.27682,41.412868,5606,4.291,1.113,
6144694,297.38388,41.49617,5930,4.304,1.098,
6145012,297.45462,41.491489,5815,4.423,0.986,
6145023,297.45642,41.401901,5870,4.421,0.982,
6145931,297.67474,41.441711,5693,4.453,0.931,
6145938,297.67651,41.46513,5583,4.388,1.007,
6146069,297.70856,41.404861,5814,4.452,0.945,
6146099,297.7157,41.41116,5991,4.462,0.973,
6146438,297.79852,41.456982,5670,4.405,0.942,
6146732,297.8847,41.414478,5155,4.433,0.923,
6146952,297.93945,41.45871,5520,4.465,0.94,
6147851,298.13965,41.417229,5878,4.426,1.01,
6147880,298.14417,41.478168,5936,4.382,0.96,
6148224,298.21902,41.41391,5792,4.324,1.07,
6148249,298.22504,41.499111,5761,4.428,0.941,
6149109,298.4111,41.456741,5534,4.452,0.962,
6149704,298.54614,41.414341,5561,4.325,1.098,
6150066,298.63208,41.417484,5780,4.438,1,
6150317,298.69131,41.411911,5819,4.35,0.996,
6150591,298.74991,41.461399,5609,4.354,0.989,
6150653,298.76169,41.44928,5470,4.413,0.919,
6150909,298.81168,41.435299,5974,4.42,1.092,
6151037,298.83545,41.422218,5902,4.325,1.114,
6151347,298.89063,41.44981,5984,4.366,1.079,
6151368,298.89471,41.439789,5862,4.416,0.956,
6151445,298.90967,41.45216,5904,4.471,1.001,
6152755,299.16675,41.444069,5772,4.466,1.01,
6153050,299.23099,41.426769,5925,4.436,0.95,
6153281,299.27731,41.408459,5795,4.328,1.114,
6153588,299.33954,41.461689,5930,4.436,0.997,
6153632,299.34888,41.420849,5780,4.438,1,
6153960,299.41248,41.478031,5771,4.405,0.978,
6154067,299.43439,41.471352,5322,4.297,1.125,
6154156,299.45102,41.482239,5592,4.407,0.981,
6181179,282.30695,41.579895,5780,4.438,1,
6181410,282.40839,41.533989,5929,4.306,1.117,
6181446,282.42383,41.554371,5470,4.373,0.982,
6181648,282.51581,41.52433,5878,4.254,1.096,
6181730,282.55637,41.581371,5896,4.518,0.916,
6181835,282.60657,41.557941,5605,4.29,1.139,
6182019,282.68491,41.587959,5726,4.403,0.987,
6182200,282.77142,41.578388,5782,4.439,0.945,
6182393,282.85599,41.586971,5571,4.428,0.942,
6182410,282.86185,41.57151,5926,4.503,0.937,
6182641,282.9747,41.564819,5896,4.418,1.045,
6182687,282.98846,41.548901,5981,4.386,1.018,
6182761,283.02985,41.524071,5835,4.474,0.906,
6182856,283.0773,41.550941,5862,4.439,0.944,
6183019,283.1579,41.545307,5780,4.438,1,
6183125,283.20911,41.573219,5957,4.498,0.971,
6183128,283.20984,41.563744,5780,4.438,1,
6183237,283.26126,41.565979,5761,4.434,1.007,
6183396,283.33664,41.503433,5810,4.346,1.05,
6183469,283.3822,41.557201,5788,4.329,1.146,
6183865,283.56293,41.558819,5926,4.519,0.913,
6183934,283.59879,41.519859,5532,4.418,0.978,
6183987,283.62241,41.52924,5991,4.394,1.039,
6184245,283.75912,41.531712,5835,4.383,1.099,
6184293,283.78387,41.55233,5696,4.323,1.02,
6184474,283.87494,41.533531,5588,4.465,0.92,
6184839,284.03632,41.581711,5911,4.519,0.914,
6184857,284.04321,41.588371,5589,4.485,0.934,
6185048,284.14124,41.595531,5906,4.336,1.031,
6185051,284.14417,41.560001,5906,4.349,1.07,
6185204,284.21182,41.50349,5591,4.307,1.066,
6185290,284.25769,41.554489,5847,4.465,0.943,
6185457,284.33823,41.595009,5441,4.449,0.913,
6185785,284.48685,41.54187,5925,4.296,1.111,
6185960,284.57675,41.577469,5819,4.311,1.15,
6186127,284.65479,41.564232,5846,4.427,0.976,
6186182,284.68292,41.592411,5919,4.485,1,
6186353,284.77661,41.577229,5951,4.491,0.96,
6186540,284.86523,41.50209,5788,4.503,0.943,
6186581,284.88388,41.50605,5791,4.381,1.083,
6186855,285.00708,41.586632,5978,4.42,1.043,
6186882,285.02042,41.570702,5837,4.458,0.966,
6187159,285.16779,41.588619,5911,4.519,0.914,
6187266,285.21964,41.593281,5941,4.519,0.911,
6187292,285.23364,41.500061,5962,4.489,0.913,
6187312,285.2431,41.529259,5779,4.526,0.901,
6187329,285.24976,41.529301,5436,4.441,0.91,
6187578,285.36743,41.59026,5864,4.463,0.94,
6187695,285.4231,41.552841,5779,4.389,0.975,
6187698,285.42474,41.588188,5899,4.367,1.052,
6187722,285.43713,41.55888,5566,4.375,1.093,
6187827,285.48853,41.570751,5941,4.504,0.936,
6187957,285.55453,41.555241,5833,4.421,1.033,
6188055,285.59985,41.594601,5995,4.408,1.012,
6188182,285.65475,41.502251,5885,4.432,1.009,
6188234,285.68115,41.508823,5780,4.438,1,
6188251,285.69183,41.550282,5738,4.463,0.924,
6188287,285.70844,41.55714,5916,4.339,1.136,
6188671,285.87784,41.566189,5883,4.292,1.125,
6190725,286.83041,41.565048,5960,4.389,1.038,
6190762,286.84808,41.569382,5289,4.345,1.049,
6190771,286.8526,41.592434,5780,4.438,1,
6190801,286.86493,41.544788,5884,4.485,0.959,
6190835,286.88168,41.589741,5624,4.421,0.961,
6190981,286.94485,41.527431,5783,4.46,0.943,
6190983,286.94534,41.576759,5796,4.497,0.961,
6191121,286.99826,41.50787,5751,4.514,0.943,
6191289,287.06305,41.531509,5941,4.519,0.911,
6191563,287.17337,41.559341,5941,4.371,0.999,
6191589,287.18393,41.59827,5529,4.301,1.087,
6191808,287.2757,41.560249,5751,4.508,0.94,
6191854,287.29651,41.599609,5423,4.381,0.976,
6192038,287.3707,41.595379,5872,4.478,0.93,
6192242,287.44345,41.577667,5780,4.438,1,
6192338,287.48666,41.505932,5463,4.444,0.908,
6192408,287.51685,41.577381,5818,4.386,0.958,
6195616,288.7944,41.50275,5874,4.501,0.944,
6195863,288.88605,41.528419,5955,4.52,0.91,
6195940,288.91251,41.55851,5213,4.412,0.962,
6196481,289.09671,41.558701,5754,4.534,0.905,
6196543,289.12283,41.58643,5822,4.412,0.996,
6196572,289.13483,41.527142,5782,4.336,1.061,
6196936,289.26523,41.571789,5225,4.434,0.915,
6197136,289.33374,41.596458,5644,4.393,0.982,
6197287,289.39368,41.54903,5790,4.36,0.956,
6197549,289.48959,41.543819,5792,4.5,0.929,
6197619,289.51498,41.581059,5984,4.49,0.984,
6197785,289.5687,41.538609,5720,4.464,0.918,
6197887,289.60178,41.540581,5780,4.438,1,
6197978,289.63211,41.59137,5955,4.52,0.91,
6197995,289.63745,41.541679,5973,4.506,0.935,
6197996,289.63757,41.520802,5763,4.511,0.948,
6198068,289.6543,41.576271,5778,4.531,0.911,
6198091,289.66196,41.53513,5821,4.506,0.942,
6198182,289.68671,41.588928,5854,4.469,0.979,
6199006,289.92264,41.599529,5936,4.501,0.965,
6199066,289.94443,41.563961,5637,4.523,0.902,
6199811,290.15613,41.509911,5884,4.397,1.079,
6199849,290.16638,41.58268,5683,4.503,0.921,
6199928,290.18906,41.584179,5984,4.408,0.971,
6200235,290.27969,41.515049,5325,4.384,0.985,
6200279,290.29205,41.554691,5779,4.491,0.956,
6200436,290.33255,41.51545,5970,4.367,1.127,
6200737,290.42822,41.58424,5657,4.366,1.051,
6200990,290.5101,41.559059,5260,4.416,0.942,
6201023,290.51874,41.569347,5780,4.438,1,
6201035,290.52136,41.528111,5804,4.451,0.948,
6201203,290.57632,41.546188,5957,4.506,0.937,
6203334,291.30637,41.58556,5547,4.434,0.921,
6203618,291.39191,41.512192,5148,4.408,0.961,
6204529,291.68326,41.501789,5936,4.501,0.965,
6204684,291.73462,41.500858,5594,4.312,1.064,
6204748,291.75626,41.522018,5607,4.5,0.954,
6204878,291.79556,41.581741,5653,4.455,1.006,
6204933,291.81824,41.570782,5624,4.491,0.937,
6205129,291.88126,41.57283,5397,4.361,1.05,
6205168,291.89313,41.587669,5812,4.504,0.963,
6205513,292.00058,41.522339,5933,4.477,0.913,
6205699,292.06458,41.514332,5533,4.527,0.904,
6205739,292.08148,41.530258,5865,4.518,0.918,
6205780,292.09631,41.500591,5999,4.494,0.959,
6205852,292.11966,41.545589,5895,4.463,0.995,
6206195,292.22815,41.541988,5753,4.464,0.971,
6206242,292.24374,41.508968,5703,4.498,0.975,
6206313,292.26328,41.589008,5880,4.518,0.917,
6206465,292.31375,41.543839,5975,4.399,0.986,
6206472,292.31503,41.55648,5955,4.349,1.014,
6206815,292.42328,41.528851,5881,4.367,1.101,
6207249,292.56436,41.53091,5609,4.372,0.962,
6207301,292.57712,41.551521,5944,4.419,0.999,
6207535,292.63971,41.591801,5895,4.489,0.991,
6207687,292.69095,41.565609,5896,4.518,0.916,
6207692,292.69379,41.54808,5791,4.394,1.051,
6207975,292.77957,41.524879,5523,4.398,0.936,
6208036,292.79523,41.58728,5818,4.523,0.925,
6208061,292.80371,41.533291,5780,4.438,1,
6208367,292.89481,41.5196,5452,4.434,0.919,
6208382,292.89963,41.573689,5933,4.393,0.993,
6208498,292.93796,41.558449,5529,4.372,0.974,
6208742,293.01578,41.507111,5614,4.452,0.933,
6208756,293.02057,41.577438,5774,4.508,0.941,
6208934,293.07339,41.51973,5778,4.531,0.911,
6209035,293.10324,41.583141,5822,4.407,1.025,
6209347,293.19833,41.558311,5457,4.442,0.905,
6209454,293.2294,41.55122,5984,4.49,0.984,
6209711,293.31067,41.508968,5993,4.366,1.052,
6209762,293.32654,41.576759,5895,4.503,0.94,
6209991,293.39948,41.527229,5979,4.463,0.901,
6210072,293.42465,41.572739,5562,4.426,0.975,
6210199,293.46387,41.522572,5713,4.336,1.065,
6210539,293.57602,41.575863,5780,4.438,1,
6210607,293.59674,41.522942,5629,4.478,0.998,
6211283,293.78809,41.509701,5637,4.414,1.012,
6211370,293.81143,41.528851,5861,4.356,1.066,
6211382,293.81555,41.54248,5912,4.38,0.921,
6211493,293.84821,41.581894,5408,4.396,0.955,
6211641,293.88913,41.5331,5684,4.443,0.957,
6211708,293.90985,41.529282,5692,4.425,0.909,
6211942,293.97195,41.526878,5515,4.389,0.95,
6211991,293.98343,41.590919,5940,4.423,1.009,
6212024,293.99301,41.56284,5989,4.359,1.117,
6212035,293.99689,41.570648,5853,4.369,1.046,
6212123,294.02057,41.551685,5780,4.438,1,
6213678,294.44885,41.53524,5489,4.5,0.903,
6213997,294.5311,41.50592,5576,4.297,1.132,
6214021,294.53989,41.579842,5982,4.493,0.96,
6214232,294.60593,41.592178,5929,4.472,0.917,
6214396,294.64526,41.576542,5941,4.519,0.911,
6219856,296.0224,41.514439,5951,4.437,0.966,
6219870,296.02368,41.536579,5661,4.47,0.949,
6219926,296.03946,41.538952,5944,4.425,1.023,
6220122,296.07944,41.551441,5955,4.487,0.961,
6220178,296.09323,41.564781,5754,4.514,0.943,
6220300,296.11938,41.57692,5649,4.429,0.901,
6220312,296.12253,41.561138,5851,4.515,0.918,
6220846,296.24353,41.52877,5865,4.359,0.993,
6220950,296.26532,41.561142,5780,4.438,1,
6221001,296.27725,41.524818,5974,4.33,1.039,
6221371,296.35678,41.545898,5955,4.487,0.961,
6221441,296.37247,41.549641,5843,4.386,1.07,
6221478,296.38217,41.577728,5957,4.498,0.971,
6221539,296.39468,41.501942,5955,4.489,0.93,
6221648,296.41873,41.595058,5494,4.373,0.979,
6222358,296.57602,41.567505,5780,4.438,1,
6222407,296.58911,41.55022,5978,4.371,1.022,
6222475,296.60538,41.517269,5974,4.449,1,
6222559,296.62601,41.596161,5780,4.438,1,
6222932,296.72415,41.573051,5929,4.349,1.067,
6222933,296.72452,41.58073,5857,4.475,0.923,
6223256,296.7959,41.521969,5951,4.3,1.111,
6223352,296.81723,41.515869,5629,4.503,0.943,
6223452,296.8414,41.529388,5663,4.442,0.906,
6223493,296.84875,41.51461,5776,4.512,0.95,
6223558,296.86526,41.53849,5753,4.392,1.019,
6223738,296.90573,41.599442,5589,4.399,0.923,
6224540,297.07422,41.572609,5812,4.504,0.963,
6224896,297.14304,41.584782,5999,4.447,0.911,
6225782,297.34119,41.567829,5655,4.424,0.944,
6225985,297.3913,41.53717,5926,4.341,1.059,
6226251,297.44403,41.59568,5537,4.399,0.987,
6226556,297.50146,41.547852,5622,4.423,0.936,
6226669,297.52847,41.596249,5934,4.491,0.961,
6226908,297.58392,41.541229,5569,4.368,1.019,
6227103,297.63525,41.596191,5407,4.405,0.971,
6227909,297.8588,41.583,5680,4.359,0.977,
6227952,297.87347,41.563412,5806,4.339,1.062,
6229288,298.18585,41.588669,5878,4.407,1.039,
6230383,298.40472,41.574276,5780,4.438,1,
6230566,298.44498,41.501282,5443,4.42,0.911,
6231129,298.56467,41.573341,5999,4.282,1.132,
6231950,298.73691,41.521069,5862,4.37,1.075,
6232382,298.8287,41.576721,5620,4.363,0.974,
6232603,298.87247,41.588249,5780,4.438,1,
6232865,298.92911,41.51469,5751,4.514,0.943,
6233462,299.04681,41.50209,5657,4.282,1.116,
6233927,299.13531,41.535641,5988,4.355,1.059,
6235276,299.40088,41.534649,5651,4.432,0.909,
6262251,282.35376,41.604408,5772,4.437,0.941,
6262586,282.4971,41.638618,5780,4.438,1,
6263106,282.74896,41.68211,5938,4.312,1.144,
6263120,282.75443,41.610729,5907,4.343,1.071,
6263220,282.79623,41.694519,5157,4.398,0.974,
6263235,282.80374,41.66283,5722,4.388,1.077,
6263403,282.89246,41.655411,5403,4.427,0.906,
6263562,282.98251,41.60606,5900,4.509,0.951,
6263646,283.02823,41.611019,5751,4.508,0.94,
6263856,283.12973,41.66309,5838,4.495,0.962,
6263883,283.14026,41.623299,5596,4.458,0.925,
6263991,283.20074,41.63052,5755,4.44,0.996,
6264033,283.22171,41.649681,5837,4.318,1.114,
6264065,283.24072,41.65554,5800,4.41,1.001,
6264078,283.24426,41.623241,5762,4.388,0.935,
6264091,283.24811,41.653111,5962,4.434,0.941,
6264175,283.28928,41.647308,5896,4.518,0.916,
6264217,283.30826,41.66029,5849,4.517,0.919,
6264496,283.44696,41.632111,5904,4.354,0.961,
6264532,283.4664,41.626209,5295,4.416,0.937,
6264626,283.51303,41.661751,5592,4.446,0.902,
6265024,283.69138,41.62289,5717,4.325,1.14,
6265113,283.72726,41.65424,5921,4.442,0.97,
6265159,283.75104,41.60651,5185,4.44,0.91,
6265430,283.87708,41.69249,5997,4.395,1.011,
6265480,283.90393,41.67717,5538,4.348,1.011,
6265500,283.91458,41.673298,5780,4.438,1,
6265746,284.02426,41.613491,5798,4.332,1.096,
6265961,284.12134,41.633072,5600,4.378,1.037,
6266060,284.17337,41.63166,5880,4.518,0.917,
6266106,284.18866,41.67054,5710,4.42,1.012,
6266122,284.19644,41.602112,5957,4.498,0.971,
6266324,284.30551,41.626652,5900,4.509,0.951,
6266411,284.35785,41.669128,5475,4.426,0.923,
6266741,284.52118,41.629601,5674,4.446,1.032,
6266866,284.59164,41.639271,5611,4.462,0.963,
6266884,284.60385,41.694672,5755,4.294,1.146,
6266943,284.63019,41.698479,5785,4.368,1.119,
6267319,284.82724,41.6255,5699,4.312,1.088,
6267512,284.90887,41.691311,5997,4.408,1.044,
6267563,284.93472,41.613811,5869,4.491,0.943,
6267818,285.05817,41.68948,5835,4.515,0.92,
6267969,285.13382,41.666328,5850,4.451,0.952,
6268507,285.40692,41.627022,5681,4.364,1.087,
6268625,285.46109,41.635391,5945,4.384,1.062,
6268728,285.52194,41.665588,5676,4.529,0.918,
6268816,285.5751,41.65955,5749,4.495,0.906,
6271439,286.86154,41.63525,5784,4.314,1.109,
6271505,286.88971,41.687939,5941,4.519,0.911,
6271544,286.90567,41.673149,5807,4.524,0.922,
6271693,286.96768,41.66169,5481,4.393,0.955,
6272068,287.12213,41.635117,5780,4.438,1,
6272265,287.20728,41.659451,5480,4.389,0.956,
6272284,287.21841,41.6236,5979,4.329,1.093,
6272638,287.3765,41.678139,5376,4.418,0.924,
6272748,287.42764,41.65416,5819,4.29,1.11,
6273529,287.79871,41.625031,5927,4.436,0.925,
6276192,288.88718,41.609879,5841,4.52,0.931,
6276477,288.9942,41.633282,5501,4.462,0.918,
6276695,289.07596,41.665401,5715,4.484,0.927,
6276935,289.15646,41.674889,5993,4.489,0.986,
6277127,289.23257,41.630661,5991,4.484,0.978,
6277167,289.24625,41.612659,5984,4.521,0.906,
6277632,289.40628,41.684174,5382,4.407,0.947,
6277972,289.51736,41.66732,5405,4.294,1.123,
6278151,289.57074,41.69772,5993,4.489,0.986,
6278330,289.62573,41.615719,5966,4.493,0.961,
6278430,289.655,41.608074,5780,4.438,1,
6278719,289.74307,41.636707,5780,4.438,1,
6278992,289.81024,41.655781,5385,4.344,1.041,
6279085,289.84244,41.658379,5953,4.372,1.102,
6279213,289.87775,41.68502,5461,4.423,0.924,
6279286,289.89999,41.644421,5957,4.476,1.016,
6279323,289.91376,41.67812,5910,4.505,0.94,
6279374,289.93112,41.647919,5717,4.496,0.91,
6279509,289.97318,41.631908,5704,4.509,0.917,
6279708,290.0412,41.69257,5879,4.461,1.043,
6279838,290.07901,41.680328,5676,4.529,0.918,
6280283,290.2243,41.64423,5984,4.521,0.906,
6280300,290.22858,41.614609,5233,4.422,0.934,
6280805,290.37582,41.672112,5962,4.464,1.019,
6280966,290.42694,41.631741,5849,4.517,0.919,
6281015,290.43918,41.694778,5355,4.429,0.956,
6283465,291.27515,41.675968,5949,4.493,0.962,
6283809,291.39203,41.61269,5936,4.501,0.965,
6284090,291.49161,41.69788,5993,4.493,0.925,
6284565,291.64569,41.66581,5951,4.491,0.96,
6284672,291.68112,41.690819,5555,4.475,0.968,
6284763,291.70871,41.67688,5975,4.488,0.953,
6284834,291.73172,41.676289,5533,4.517,0.926,
6285848,292.07043,41.621578,5910,4.505,0.94,
6285862,292.07516,41.69722,5754,4.534,0.905,
6285969,292.10733,41.63052,5766,4.361,1.033,
6286176,292.17624,41.63562,5687,4.403,0.975,
6286201,292.18686,41.68494,5481,4.356,1.043,
6286866,292.40027,41.670181,5991,4.484,0.978,
6287242,292.5271,41.61628,5821,4.514,0.92,
6287311,292.54709,41.650928,5831,4.517,0.921,
6287415,292.58212,41.66507,5774,4.508,0.941,
6287600,292.64545,41.636211,5138,4.422,0.942,
6287745,292.68777,41.646481,5802,4.445,1.002,
6288260,292.85519,41.676071,5936,4.501,0.965,
6288341,292.88159,41.601101,5593,4.456,0.95,
6288416,292.90469,41.633492,5993,4.489,0.986,
6288685,292.99637,41.6189,5933,4.43,0.996,
6288701,293.00201,41.637459,5167,4.38,1,
6288713,293.00922,41.611408,5473,4.478,0.934,
6288742,293.01801,41.636299,5679,4.389,1.109,
6288762,293.02441,41.660919,5859,4.464,1.011,
6288960,293.08578,41.609791,5541,4.392,0.975,
6289236,293.17416,41.631172,5780,4.438,1,
6289629,293.2998,41.638962,5906,4.29,1.124,
6289650,293.30606,41.606369,5663,4.377,1.031,
6290194,293.46301,41.651058,5984,4.49,0.984,
6290276,293.48764,41.681171,5515,4.404,0.975,
6290338,293.50702,41.696129,5584,4.435,0.98,
6291023,293.70554,41.650291,5900,4.509,0.951,
6291239,293.77228,41.64753,5835,4.335,1.009,
6291327,293.79474,41.647549,5461,4.328,1.056,
6291397,293.81448,41.610458,5884,4.449,0.935,
6291754,293.91016,41.678108,5927,4.409,1.019,
6291911,293.95129,41.647919,5447,4.505,0.921,
6291961,293.96799,41.635101,5957,4.506,0.937,
6291983,293.97321,41.616169,5825,4.504,0.965,
6292117,294.01303,41.656479,5575,4.364,1.017,
6292197,294.0368,41.65097,5884,4.343,1.074,
6292264,294.05673,41.660751,5988,4.507,0.934,
6292490,294.11801,41.681179,5605,4.442,0.973,
6292732,294.18524,41.632351,5869,4.513,0.942,
6292907,294.2355,41.601662,5921,4.388,0.984,
6293275,294.33432,41.674679,5910,4.505,0.94,
6293500,294.39243,41.621609,5343,4.432,0.906,
6293545,294.4111,41.649132,5216,4.431,0.96,
6293770,294.47232,41.63089,5910,4.505,0.94,
6293807,294.48401,41.612751,5726,4.403,0.987,
6293877,294.50345,41.692879,5955,4.52,0.91,
6293924,294.51627,41.673512,5499,4.378,1.033,
6294656,294.72144,41.68729,5750,4.367,0.953,
6294693,294.73148,41.669182,5966,4.493,0.961,
6294819,294.76697,41.64468,5966,4.493,0.961,
6294906,294.78946,41.661942,5611,4.453,0.998,
6295154,294.85934,41.67963,5911,4.519,0.914,
6295222,294.87802,41.691719,5316,4.426,0.952,
6295343,294.90701,41.685909,5776,4.512,0.95,
6295555,294.96747,41.697739,5955,4.52,0.91,
6301292,296.35995,41.651611,5984,4.49,0.984,
6301352,296.37213,41.68354,5991,4.329,1.092,
6301764,296.4675,41.610809,5524,4.423,0.969,
6302008,296.52774,41.674129,5689,4.396,0.995,
6302241,296.58258,41.675919,5761,4.481,0.934,
6302534,296.64911,41.635891,5780,4.438,1,
6302714,296.68643,41.68074,5559,4.485,0.916,
6302902,296.72888,41.68961,5782,4.415,0.934,
6303249,296.79935,41.679531,5911,4.519,0.914,
6303539,296.86285,41.690121,5765,4.509,0.928,
6304308,297.02789,41.6064,5934,4.317,1.121,
6304560,297.08218,41.654861,5899,4.405,1.018,
6305570,297.29535,41.657841,5616,4.477,0.935,
6305687,297.31775,41.610538,5855,4.467,0.915,
6305824,297.34528,41.61657,5780,4.438,1,
6305828,297.34637,41.696739,5883,4.434,0.995,
6305832,297.34723,41.64045,5465,4.396,0.973,
6305885,297.35645,41.61895,5808,4.384,1.036,
6305941,297.36792,41.67495,5911,4.349,1.058,
6306590,297.5144,41.685574,5780,4.438,1,
6307063,297.62936,41.637459,5876,4.374,1.077,
6307289,297.69287,41.694221,5914,4.425,1.003,
6307298,297.69446,41.601009,5709,4.412,1.009,
6307430,297.73062,41.610439,5903,4.35,1.002,
6307521,297.75311,41.675991,5334,4.372,1.004,
6308036,297.88501,41.664791,5522,4.505,0.905,
6308164,297.91986,41.617699,5985,4.344,1.12,
6309156,298.16785,41.603951,5955,4.52,0.91,
6309896,298.31931,41.671131,5897,4.435,0.947,
6309965,298.33267,41.61673,5742,4.42,0.992,
6309972,298.33594,41.62579,5679,4.371,1.012,
6310192,298.38351,41.683071,5878,4.363,1.041,
6310699,298.49384,41.60358,5492,4.431,0.933,
6311267,298.62164,41.66111,5746,4.456,0.937,
6311681,298.71152,41.635792,5705,4.452,0.915,
6311891,298.75836,41.631031,5525,4.488,0.923,
6312314,298.84198,41.631531,5874,4.378,0.997,
6312343,298.84775,41.663269,5979,4.381,0.98,
6312444,298.86777,41.624691,5926,4.506,0.939,
6312639,298.90881,41.659931,5754,4.313,1.048,
6313197,299.03311,41.614201,5687,4.303,1.114,
6313828,299.1727,41.66124,5751,4.37,1.049,
6314541,299.30905,41.65934,5645,4.399,1.037,
6314631,299.32541,41.609451,5735,4.351,0.972,
6342154,282.78036,41.71468,5576,4.397,0.977,
6342164,282.78589,41.719791,5907,4.438,1.029,
6342239,282.82031,41.770512,5796,4.497,0.961,
6343036,283.18985,41.788521,5766,4.437,0.925,
6343039,283.19113,41.74527,5964,4.487,0.955,
6343064,283.20477,41.717098,5468,4.298,1.136,
6343174,283.26508,41.787788,5594,4.381,0.993,
6343295,283.3251,41.71315,5988,4.507,0.934,
6343314,283.33563,41.786491,5551,4.426,0.955,
6343357,283.3606,41.792801,5880,4.391,1.046,
6343402,283.38171,41.79594,5670,4.385,1.076,
6343415,283.39072,41.775581,5591,4.437,0.91,
6343492,283.42892,41.74155,5477,4.474,0.946,
6343506,283.43613,41.777409,5966,4.477,0.981,
6344126,283.77362,41.78175,5941,4.353,1.094,
6344177,283.80392,41.75552,5830,4.312,1.125,
6344224,283.82623,41.789589,5919,4.323,1.103,
6344248,283.83929,41.786015,5810,4.301,1.057,
6344317,283.87491,41.71793,5963,4.501,0.935,
6344595,284.0032,41.740379,5911,4.519,0.914,
6344649,284.02744,41.797539,5946,4.434,1.03,
6344973,284.18445,41.754501,5800,4.479,1.009,
6345132,284.25937,41.767971,5823,4.473,1.02,
6345274,284.33261,41.707539,5919,4.485,1,
6345411,284.40244,41.765381,5988,4.458,0.97,
6345757,284.57629,41.795879,5874,4.498,0.933,
6345782,284.58768,41.756802,5475,4.35,1.053,
6345850,284.61737,41.73399,5940,4.436,0.969,
6345893,284.63815,41.760132,5900,4.505,0.9,
6345900,284.64142,41.752731,5767,4.485,0.974,
6345913,284.64819,41.72834,5942,4.506,0.938,
6346152,284.76202,41.79184,5496,4.438,0.926,
6346186,284.77844,41.79837,5966,4.493,0.961,
6346222,284.79614,41.70546,5941,4.519,0.911,
6346274,284.82224,41.72015,5735,4.357,1.102,
6346461,284.91824,41.792469,5780,4.438,1,
6346513,284.94632,41.786999,5910,4.371,1.101,
6346546,284.96527,41.744694,5908,4.31,1.126,
6346550,284.96875,41.73568,5366,4.427,0.929,
6346702,285.0441,41.766022,5886,4.455,0.966,
6346757,285.0715,41.78899,5491,4.456,0.95,
6346772,285.08026,41.723,5893,4.505,0.941,
6346785,285.08731,41.71883,5179,4.448,0.901,
6346809,285.09872,41.775921,5653,4.442,0.901,
6346830,285.11133,41.73827,5835,4.515,0.92,
6346896,285.14316,41.77047,5706,4.525,0.926,
6346966,285.17609,41.70229,5989,4.357,1.045,
6347007,285.19568,41.79324,5578,4.464,0.923,
6347051,285.21918,41.734348,5936,4.501,0.965,
6347063,285.2251,41.750431,5895,4.489,0.991,
6347096,285.24414,41.75013,5837,4.455,0.962,
6347274,285.33569,41.711849,5870,4.455,1.038,
6347508,285.44388,41.762981,5988,4.469,0.927,
6347656,285.5134,41.754669,5623,4.362,1.011,
6347687,285.5256,41.741482,5974,4.448,1.012,
6347699,285.53052,41.739029,5956,4.504,0.934,
6347769,285.56467,41.71682,5984,4.49,0.984,
6347880,285.61502,41.777538,5366,4.357,1.022,
6347931,285.64197,41.753551,5830,4.495,0.933,
6349881,286.57617,41.741459,5275,4.397,0.969,
6349923,286.59863,41.765732,5640,4.486,0.909,
6349988,286.63318,41.788898,5714,4.432,0.939,
6350002,286.63791,41.78323,5378,4.357,1.022,
6350020,286.64523,41.703362,5827,4.421,0.999,
6350088,286.68054,41.733421,5815,4.389,0.963,
6350167,286.72092,41.787472,5838,4.332,1.101,
6350182,286.73068,41.702831,5689,4.364,1.022,
6350187,286.73337,41.721611,5560,4.389,0.942,
6350472,286.86459,41.728931,5714,4.434,1.022,
6350526,286.88797,41.788311,5966,4.519,0.904,
6350552,286.89874,41.741928,5541,4.372,0.972,
6350634,286.93362,41.789429,5981,4.379,1.03,
6350828,287.02167,41.770618,5611,4.293,1.082,
6350847,287.02814,41.75634,5985,4.372,1.067,
6351097,287.13828,41.77771,5753,4.461,0.911,
6351114,287.14798,41.747749,5900,4.509,0.951,
6351194,287.17508,41.73098,5881,4.443,1,
6351388,287.26462,41.7505,5481,4.413,0.917,
6351500,287.31012,41.745628,5762,4.377,1.026,
6351674,287.38672,41.748821,5729,4.465,0.915,
6351794,287.44449,41.74004,5601,4.4,0.921,
6351833,287.46475,41.779099,5931,4.456,0.965,
6352133,287.61349,41.732216,5780,4.438,1,
6352287,287.68918,41.706039,5657,4.322,1.078,
6352458,287.74979,41.74744,5926,4.389,1.11,
6352886,287.91534,41.71212,5248,4.445,0.922,
6352981,287.95352,41.708858,5977,4.473,1.022,
6353059,287.98291,41.789921,5699,4.492,0.914,
6356556,289.34427,41.773121,5952,4.469,0.955,
6356584,289.3533,41.711208,5841,4.52,0.931,
6356790,289.42307,41.770962,5970,4.505,0.932,
6357290,289.56802,41.771561,5988,4.507,0.934,
6357366,289.59109,41.703732,5896,4.518,0.916,
6357422,289.60669,41.786152,5825,4.504,0.965,
6357684,289.68872,41.796398,5942,4.506,0.938,
6357692,289.6908,41.770779,5967,4.505,0.9,
6357780,289.71918,41.729591,5841,4.52,0.931,
6358416,289.93307,41.759449,5878,4.359,1.105,
6358624,289.99701,41.720669,5774,4.508,0.941,
